date,XAU=,CLc1,LCOc1,GBP=,XLK,.IXTTR,XLE,.IXE,.RUT
1/7/1985 12:00:00 AM,298.2,25.56,,1.1415,,,,,
1/8/1985 12:00:00 AM,302,25.48,,1.1475,,,,,
1/9/1985 12:00:00 AM,300.5,25.43,,1.141,,,,,
1/10/1985 12:00:00 AM,303.8,25.76,,1.134,,,,,
1/11/1985 12:00:00 AM,304.2,25.77,,1.1245,,,,,
1/12/1985 12:00:00 AM,0,,,,,,,,
1/13/1985 12:00:00 AM,0,,,,,,,,
1/14/1985 12:00:00 AM,299,26.12,,1.111,,,,,
1/15/1985 12:00:00 AM,301.8,25.91,,1.1195,,,,,
1/16/1985 12:00:00 AM,302.7,25.62,,1.117,,,,,
1/17/1985 12:00:00 AM,305.5,25.69,,1.1187,,,,,
1/18/1985 12:00:00 AM,308,25.68,,1.1195,,,,,
1/19/1985 12:00:00 AM,0,,,,,,,,
1/20/1985 12:00:00 AM,0,,,,,,,,
1/21/1985 12:00:00 AM,307.2,25.97,,0,,,,,
1/22/1985 12:00:00 AM,306.9,25.55,,1.1235,,,,,
1/23/1985 12:00:00 AM,300.2,25.38,,1.11,,,,,
1/24/1985 12:00:00 AM,300.8,25.28,,1.118,,,,,
1/25/1985 12:00:00 AM,298.8,25.25,,1.11,,,,,
1/26/1985 12:00:00 AM,0,,,,,,,,
1/27/1985 12:00:00 AM,0,,,,,,,,
1/28/1985 12:00:00 AM,297.7,25.23,,1.111,,,,,
1/29/1985 12:00:00 AM,303.2,25.38,,1.1138,,,,,
1/30/1985 12:00:00 AM,302.9,25.67,,1.126,,,,,
1/31/1985 12:00:00 AM,306.6,26.41,,1.1305,,,,,
2/1/1985 12:00:00 AM,303.6,26.74,,1.124,,,,,
2/2/1985 12:00:00 AM,0,,,,,,,,
2/3/1985 12:00:00 AM,0,,,,,,,,
2/4/1985 12:00:00 AM,301.2,26.52,,1.114,,,,,
2/5/1985 12:00:00 AM,302,26.78,,1.1112,,,,,
2/6/1985 12:00:00 AM,302.8,27.07,,1.1135,,,,,
2/7/1985 12:00:00 AM,301.6,27.21,,1.116,,,,,
2/8/1985 12:00:00 AM,299.8,27.59,,1.109,,,,,
2/9/1985 12:00:00 AM,0,,,,,,,,
2/10/1985 12:00:00 AM,0,,,,,,,,
2/11/1985 12:00:00 AM,300.1,28.06,,1.097,,,,,
2/12/1985 12:00:00 AM,302.5,27.36,,0,,,,,
2/13/1985 12:00:00 AM,303.2,27.85,,1.0875,,,,,
2/14/1985 12:00:00 AM,304.1,27.8,,1.092,,,,,
2/15/1985 12:00:00 AM,304,27.8,,1.102,,,,,
2/16/1985 12:00:00 AM,0,,,,,,,,
2/17/1985 12:00:00 AM,0,,,,,,,,
2/18/1985 12:00:00 AM,0,,,0,,,,,
2/19/1985 12:00:00 AM,302.6,27.29,,1.0929,,,,,
2/20/1985 12:00:00 AM,302.9,27.18,,1.0865,,,,,
2/21/1985 12:00:00 AM,299.8,27.14,,1.0815,,,,,
2/22/1985 12:00:00 AM,298.4,26.76,,1.0765,,,,,
2/23/1985 12:00:00 AM,0,,,,,,,,
2/24/1985 12:00:00 AM,0,,,,,,,,
2/25/1985 12:00:00 AM,284.2,26.44,,1.0545,,,,,
2/26/1985 12:00:00 AM,285.7,26.79,,1.052,,,,,
2/27/1985 12:00:00 AM,290.8,26.69,,1.0875,,,,,
2/28/1985 12:00:00 AM,287.7,26.73,,1.079,,,,,
3/1/1985 12:00:00 AM,287.2,27.2,,1.072,,,,,
3/2/1985 12:00:00 AM,0,,,,,,,,
3/3/1985 12:00:00 AM,0,,,,,,,,
3/4/1985 12:00:00 AM,288.6,27.74,,1.0677,,,,,
3/5/1985 12:00:00 AM,287.9,27.55,,1.0545,,,,,
3/6/1985 12:00:00 AM,287.4,27.77,,1.072,,,,,
3/7/1985 12:00:00 AM,289.6,28.08,,1.0674,,,,,
3/8/1985 12:00:00 AM,291,27.74,,1.064,,,,,
3/9/1985 12:00:00 AM,0,,,,,,,,
3/10/1985 12:00:00 AM,0,,,,,,,,
3/11/1985 12:00:00 AM,291,27.57,,1.0885,,,,,
3/12/1985 12:00:00 AM,288.4,27.92,,1.0885,,,,,
3/13/1985 12:00:00 AM,290.2,28.06,,1.086,,,,,
3/14/1985 12:00:00 AM,290.7,28.19,,1.0805,,,,,
3/15/1985 12:00:00 AM,292.7,28.32,,1.084,,,,,
3/16/1985 12:00:00 AM,0,,,,,,,,
3/17/1985 12:00:00 AM,0,,,,,,,,
3/18/1985 12:00:00 AM,298.8,28.85,,1.106,,,,,
3/19/1985 12:00:00 AM,316.7,28.8,,1.1355,,,,,
3/20/1985 12:00:00 AM,324,28.98,,1.151,,,,,
3/21/1985 12:00:00 AM,318.5,28.34,,1.187,,,,,
3/22/1985 12:00:00 AM,315.5,28.24,,1.1725,,,,,
3/23/1985 12:00:00 AM,0,,,,,,,,
3/24/1985 12:00:00 AM,0,,,,,,,,
3/25/1985 12:00:00 AM,314.6,28.09,,1.171,,,,,
3/26/1985 12:00:00 AM,323.7,28.45,,1.182,,,,,
3/27/1985 12:00:00 AM,330.4,28.16,,1.2375,,,,,
3/28/1985 12:00:00 AM,326.2,28.25,,1.227,,,,,
3/29/1985 12:00:00 AM,329.2,28.29,,1.236,,,,,
3/30/1985 12:00:00 AM,0,,,,,,,,
3/31/1985 12:00:00 AM,0,,,,,,,,
4/1/1985 12:00:00 AM,321.1,28.72,,1.2215,,,,,
4/2/1985 12:00:00 AM,318.7,28.85,,1.205,,,,,
4/3/1985 12:00:00 AM,321.2,28.82,,1.2165,,,,,
4/4/1985 12:00:00 AM,316.7,28.9,,1.1935,,,,,
4/5/1985 12:00:00 AM,0,,,1.1985,,,,,
4/6/1985 12:00:00 AM,0,,,,,,,,
4/7/1985 12:00:00 AM,0,,,,,,,,
4/8/1985 12:00:00 AM,317.5,29.09,,1.201,,,,,
4/9/1985 12:00:00 AM,323.1,29.05,,1.21,,,,,
4/10/1985 12:00:00 AM,327.2,29.24,,1.215,,,,,
4/11/1985 12:00:00 AM,332.2,28.94,,1.251,,,,,
4/12/1985 12:00:00 AM,329.9,28.68,,1.2545,,,,,
4/13/1985 12:00:00 AM,0,,,,,,,,
4/14/1985 12:00:00 AM,0,,,,,,,,
4/15/1985 12:00:00 AM,334.2,29.14,,1.2755,,,,,
4/16/1985 12:00:00 AM,330.5,29.04,,1.2775,,,,,
4/17/1985 12:00:00 AM,327.3,28.95,,1.2738,,,,,
4/18/1985 12:00:00 AM,329.7,29.02,,1.2935,,,,,
4/19/1985 12:00:00 AM,327,29.31,,1.293,,,,,
4/20/1985 12:00:00 AM,0,,,,,,,,
4/21/1985 12:00:00 AM,0,,,,,,,,
4/22/1985 12:00:00 AM,327.7,29.8,,1.278,,,,,
4/23/1985 12:00:00 AM,326.6,28.32,,1.252,,,,,
4/24/1985 12:00:00 AM,322,27.93,,1.23,,,,,
4/25/1985 12:00:00 AM,322.5,27.87,,1.2035,,,,,
4/26/1985 12:00:00 AM,323.5,27.94,,1.216,,,,,
4/27/1985 12:00:00 AM,0,,,,,,,,
4/28/1985 12:00:00 AM,0,,,,,,,,
4/29/1985 12:00:00 AM,322.5,27.66,,1.23,,,,,
4/30/1985 12:00:00 AM,321.3,27.63,,1.241,,,,,
5/1/1985 12:00:00 AM,312.5,27.33,,1.2235,,,,,
5/2/1985 12:00:00 AM,313.2,27.36,,1.2205,,,,,
5/3/1985 12:00:00 AM,312.7,27.29,,1.207,,,,,
5/4/1985 12:00:00 AM,0,,,,,,,,
5/5/1985 12:00:00 AM,0,,,,,,,,
5/6/1985 12:00:00 AM,309.9,27.19,,1.188,,,,,
5/7/1985 12:00:00 AM,313.5,27.31,,1.218,,,,,
5/8/1985 12:00:00 AM,312.8,27.17,,1.2075,,,,,
5/9/1985 12:00:00 AM,315.1,27.58,,1.2378,,,,,
5/10/1985 12:00:00 AM,314.5,27.38,,1.2335,,,,,
5/11/1985 12:00:00 AM,0,,,,,,,,
5/12/1985 12:00:00 AM,0,,,,,,,,
5/13/1985 12:00:00 AM,321,27.59,,1.2535,,,,,
5/14/1985 12:00:00 AM,326.5,27.66,,1.2735,,,,,
5/15/1985 12:00:00 AM,322.7,27.79,,1.2625,,,,,
5/16/1985 12:00:00 AM,320.1,27.93,,1.259,,,,,
5/17/1985 12:00:00 AM,322.5,27.8,,1.265,,,,,
5/18/1985 12:00:00 AM,0,,,,,,,,
5/19/1985 12:00:00 AM,0,,,,,,,,
5/20/1985 12:00:00 AM,323.3,27.9,,1.2825,,,,,
5/21/1985 12:00:00 AM,314.9,28,,1.2715,,,,,
5/22/1985 12:00:00 AM,316.3,27.1,,1.2635,,,,,
5/23/1985 12:00:00 AM,315.4,27.6,,1.259,,,,,
5/24/1985 12:00:00 AM,314.7,27.7,,1.2585,,,,,
5/25/1985 12:00:00 AM,0,,,,,,,,
5/26/1985 12:00:00 AM,0,,,,,,,,
5/27/1985 12:00:00 AM,0,,,0,,,,,
5/28/1985 12:00:00 AM,311.3,27.57,,1.2515,,,,,
5/29/1985 12:00:00 AM,312,27.64,,1.2665,,,,,
5/30/1985 12:00:00 AM,314.6,27.92,,1.2735,,,,,
5/31/1985 12:00:00 AM,314,27.84,,1.286,,,,,
6/1/1985 12:00:00 AM,0,,,,,,,,
6/2/1985 12:00:00 AM,0,,,,,,,,
6/3/1985 12:00:00 AM,318.1,27.48,,1.2945,,,,,
6/4/1985 12:00:00 AM,315.7,27.47,,1.276,,,,,
6/5/1985 12:00:00 AM,314.2,27.02,,1.2565,,,,,
6/6/1985 12:00:00 AM,314.8,27.08,,1.271,,,,,
6/7/1985 12:00:00 AM,314.3,26.92,,1.268,,,,,
6/8/1985 12:00:00 AM,0,,,,,,,,
6/9/1985 12:00:00 AM,0,,,,,,,,
6/10/1985 12:00:00 AM,312,26.81,,1.257,,,,,
6/11/1985 12:00:00 AM,315,26.95,,1.2623,,,,,
6/12/1985 12:00:00 AM,314.5,27.01,,1.2665,,,,,
6/13/1985 12:00:00 AM,313.7,27.41,,1.265,,,,,
6/14/1985 12:00:00 AM,318.2,27.29,,1.28,,,,,
6/15/1985 12:00:00 AM,0,,,,,,,,
6/16/1985 12:00:00 AM,0,,,,,,,,
6/17/1985 12:00:00 AM,318.9,27.23,,1.279,,,,,
6/18/1985 12:00:00 AM,323.7,27.22,,1.299,,,,,
6/19/1985 12:00:00 AM,325.4,27.3,,1.3065,,,,,
6/20/1985 12:00:00 AM,318.1,27.2,,1.2769,,,,,
6/21/1985 12:00:00 AM,313.4,26.92,,1.287,,,,,
6/22/1985 12:00:00 AM,0,,,,,,,,
6/23/1985 12:00:00 AM,0,,,,,,,,
6/24/1985 12:00:00 AM,314.6,26.89,,1.287,,,,,
6/25/1985 12:00:00 AM,315.5,26.75,,1.285,,,,,
6/26/1985 12:00:00 AM,316.7,26.84,,1.298,,,,,
6/27/1985 12:00:00 AM,315,27.09,,1.292,,,,,
6/28/1985 12:00:00 AM,317.7,26.87,,1.3095,,,,,
6/29/1985 12:00:00 AM,0,,,,,,,,
6/30/1985 12:00:00 AM,0,,,,,,,,
7/1/1985 12:00:00 AM,313.9,26.68,,1.305,,,,,
7/2/1985 12:00:00 AM,308.2,26.84,,1.304,,,,,
7/3/1985 12:00:00 AM,310.3,26.91,,1.3127,,,,,
7/4/1985 12:00:00 AM,0,,,0,,,,,
7/5/1985 12:00:00 AM,0,,,1.327,,,,,
7/6/1985 12:00:00 AM,0,,,,,,,,
7/7/1985 12:00:00 AM,0,,,,,,,,
7/8/1985 12:00:00 AM,309.2,26.99,,1.3435,,,,,
7/9/1985 12:00:00 AM,314.8,27.45,,1.365,,,,,
7/10/1985 12:00:00 AM,314.8,27.55,,1.386,,,,,
7/11/1985 12:00:00 AM,313.5,27.37,,1.381,,,,,
7/12/1985 12:00:00 AM,312.6,27.11,,1.385,,,,,
7/13/1985 12:00:00 AM,0,,,,,,,,
7/14/1985 12:00:00 AM,0,,,,,,,,
7/15/1985 12:00:00 AM,315.8,27.31,,1.389,,,,,
7/16/1985 12:00:00 AM,321.7,27.37,,1.387,,,,,
7/17/1985 12:00:00 AM,325.6,27.48,,1.4112,,,,,
7/18/1985 12:00:00 AM,320,27.49,,1.4045,,,,,
7/19/1985 12:00:00 AM,318.9,27.4,,1.399,,,,,
7/20/1985 12:00:00 AM,0,,,,,,,,
7/21/1985 12:00:00 AM,0,,,,,,,,
7/22/1985 12:00:00 AM,317.2,27.7,,1.3885,,,,,
7/23/1985 12:00:00 AM,322.5,27.16,,1.41,,,,,
7/24/1985 12:00:00 AM,317.7,27.34,,1.3978,,,,,
7/25/1985 12:00:00 AM,317.4,27.31,,1.4105,,,,,
7/26/1985 12:00:00 AM,316.9,27.3,,1.409,,,,,
7/27/1985 12:00:00 AM,0,,,,,,,,
7/28/1985 12:00:00 AM,0,,,,,,,,
7/29/1985 12:00:00 AM,326.5,27.36,,1.4278,,,,,
7/30/1985 12:00:00 AM,325.2,27.34,,1.4215,,,,,
7/31/1985 12:00:00 AM,327.5,27.12,,1.411,,,,,
8/1/1985 12:00:00 AM,322.1,27.19,,1.381,,,,,
8/2/1985 12:00:00 AM,320.5,27.31,,1.371,,,,,
8/3/1985 12:00:00 AM,0,,,,,,,,
8/4/1985 12:00:00 AM,0,,,,,,,,
8/5/1985 12:00:00 AM,323.7,27.33,,1.3675,,,,,
8/6/1985 12:00:00 AM,320,27.26,,1.346,,,,,
8/7/1985 12:00:00 AM,321.1,27.27,,1.338,,,,,
8/8/1985 12:00:00 AM,322.7,27.31,,1.3555,,,,,
8/9/1985 12:00:00 AM,321.6,27.37,,1.3575,,,,,
8/10/1985 12:00:00 AM,0,,,,,,,,
8/11/1985 12:00:00 AM,0,,,,,,,,
8/12/1985 12:00:00 AM,326.9,27.58,,1.3835,,,,,
8/13/1985 12:00:00 AM,326.7,27.61,,1.388,,,,,
8/14/1985 12:00:00 AM,326,27.73,,1.384,,,,,
8/15/1985 12:00:00 AM,331.3,28.06,,1.3965,,,,,
8/16/1985 12:00:00 AM,335.3,28.03,,1.3995,,,,,
8/17/1985 12:00:00 AM,0,,,,,,,,
8/18/1985 12:00:00 AM,0,,,,,,,,
8/19/1985 12:00:00 AM,341.1,27.99,,1.399,,,,,
8/20/1985 12:00:00 AM,334.4,28.09,,1.389,,,,,
8/21/1985 12:00:00 AM,335.9,27.88,,1.3923,,,,,
8/22/1985 12:00:00 AM,335.5,27.97,,1.4075,,,,,
8/23/1985 12:00:00 AM,334.8,27.95,,1.401,,,,,
8/24/1985 12:00:00 AM,0,,,,,,,,
8/25/1985 12:00:00 AM,0,,,,,,,,
8/26/1985 12:00:00 AM,337.6,28.1,,1.4073,,,,,
8/27/1985 12:00:00 AM,336,28.08,,1.393,,,,,
8/28/1985 12:00:00 AM,340.9,28.1,,1.4015,,,,,
8/29/1985 12:00:00 AM,337.2,27.94,,1.3995,,,,,
8/30/1985 12:00:00 AM,333.2,28.08,,1.391,,,,,
8/31/1985 12:00:00 AM,0,,,,,,,,
9/1/1985 12:00:00 AM,0,,,,,,,,
9/2/1985 12:00:00 AM,0,,,0,,,,,
9/3/1985 12:00:00 AM,328.2,28.28,,1.369,,,,,
9/4/1985 12:00:00 AM,326,28.27,,1.3728,,,,,
9/5/1985 12:00:00 AM,326,27.97,,1.365,,,,,
9/6/1985 12:00:00 AM,317.6,27.75,,1.325,,,,,
9/7/1985 12:00:00 AM,0,,,,,,,,
9/8/1985 12:00:00 AM,0,,,,,,,,
9/9/1985 12:00:00 AM,319.6,27.64,,1.3045,,,,,
9/10/1985 12:00:00 AM,321.6,27.89,,1.313,,,,,
9/11/1985 12:00:00 AM,321,27.88,,1.3085,,,,,
9/12/1985 12:00:00 AM,319.5,28.04,,1.3185,,,,,
9/13/1985 12:00:00 AM,321.3,28.01,,1.34,,,,,
9/14/1985 12:00:00 AM,0,,,,,,,,
9/15/1985 12:00:00 AM,0,,,,,,,,
9/16/1985 12:00:00 AM,319.5,27.92,,1.342,,,,,
9/17/1985 12:00:00 AM,317.8,28.08,,1.3395,,,,,
9/18/1985 12:00:00 AM,316.5,28.1,,1.335,,,,,
9/19/1985 12:00:00 AM,316.5,28.2,,1.34,,,,,
9/20/1985 12:00:00 AM,319.1,28.72,,1.367,,,,,
9/21/1985 12:00:00 AM,0,,,,,,,,
9/22/1985 12:00:00 AM,0,,,,,,,,
9/23/1985 12:00:00 AM,327.7,28.05,,1.427,,,,,
9/24/1985 12:00:00 AM,327.9,28.23,,1.4315,,,,,
9/25/1985 12:00:00 AM,328.5,28.42,,1.4375,,,,,
9/26/1985 12:00:00 AM,329.2,28.9,,1.437,,,,,
9/27/1985 12:00:00 AM,329.2,28.93,,1.4025,,,,,
9/28/1985 12:00:00 AM,0,,,,,,,,
9/29/1985 12:00:00 AM,0,,,,,,,,
9/30/1985 12:00:00 AM,326,29.08,,1.4085,,,,,
10/1/1985 12:00:00 AM,322.5,29.03,,1.4105,,,,,
10/2/1985 12:00:00 AM,325.2,29.26,,1.4135,,,,,
10/3/1985 12:00:00 AM,325.1,29.31,,1.425,,,,,
10/4/1985 12:00:00 AM,328,29,,1.4155,,,,,
10/5/1985 12:00:00 AM,0,,,,,,,,
10/6/1985 12:00:00 AM,0,,,,,,,,
10/7/1985 12:00:00 AM,326,29.16,,1.4125,,,,,
10/8/1985 12:00:00 AM,326.6,29.27,,1.413,,,,,
10/9/1985 12:00:00 AM,326.8,28.98,,1.414,,,,,
10/10/1985 12:00:00 AM,325.7,28.66,,1.411,,,,,
10/11/1985 12:00:00 AM,325.8,28.73,,1.4115,,,,,
10/12/1985 12:00:00 AM,0,,,,,,,,
10/13/1985 12:00:00 AM,0,,,,,,,,
10/14/1985 12:00:00 AM,325.8,29.06,,0,,,,,
10/15/1985 12:00:00 AM,327.2,29.35,,1.4128,,,,,
10/16/1985 12:00:00 AM,323.9,29.36,,1.4075,,,,,
10/17/1985 12:00:00 AM,325.7,29.55,,1.414,,,,,
10/18/1985 12:00:00 AM,326.5,29.52,,1.428,,,,,
10/19/1985 12:00:00 AM,0,,,,,,,,
10/20/1985 12:00:00 AM,0,,,,,,,,
10/21/1985 12:00:00 AM,326.4,29.97,,1.4335,,,,,
10/22/1985 12:00:00 AM,328,30.28,,1.4323,,,,,
10/23/1985 12:00:00 AM,325.9,29.33,,1.4335,,,,,
10/24/1985 12:00:00 AM,326.4,29.59,,1.421,,,,,
10/25/1985 12:00:00 AM,325.6,29.65,,1.422,,,,,
10/26/1985 12:00:00 AM,0,,,,,,,,
10/27/1985 12:00:00 AM,0,,,,,,,,
10/28/1985 12:00:00 AM,326.5,30.17,,1.4275,,,,,
10/29/1985 12:00:00 AM,326.5,30.22,,1.4352,,,,,
10/30/1985 12:00:00 AM,326.4,30.12,,1.441,,,,,
10/31/1985 12:00:00 AM,325.3,30.38,,1.4405,,,,,
11/1/1985 12:00:00 AM,323.7,30.39,,1.441,,,,,
11/2/1985 12:00:00 AM,0,,,,,,,,
11/3/1985 12:00:00 AM,0,,,,,,,,
11/4/1985 12:00:00 AM,325.6,30.19,,1.4405,,,,,
11/5/1985 12:00:00 AM,324.8,29.96,,1.4325,,,,,
11/6/1985 12:00:00 AM,324.6,30.34,,1.4353,,,,,
11/7/1985 12:00:00 AM,323.2,30.39,,1.4165,,,,,
11/8/1985 12:00:00 AM,322.2,30.45,,1.4167,,,,,
11/9/1985 12:00:00 AM,0,,,,,,,,
11/10/1985 12:00:00 AM,0,,,,,,,,
11/11/1985 12:00:00 AM,323.3,30.69,,0,,,,,
11/12/1985 12:00:00 AM,323.3,30.82,,1.411,,,,,
11/13/1985 12:00:00 AM,324.5,31.04,,1.4235,,,,,
11/14/1985 12:00:00 AM,325.5,31.35,,1.4273,,,,,
11/15/1985 12:00:00 AM,325.6,30.97,,1.4217,,,,,
11/16/1985 12:00:00 AM,0,,,,,,,,
11/17/1985 12:00:00 AM,0,,,,,,,,
11/18/1985 12:00:00 AM,323.7,30.93,,1.4255,,,,,
11/19/1985 12:00:00 AM,324.6,31.31,,1.4345,,,,,
11/20/1985 12:00:00 AM,325.9,31.72,,1.434,,,,,
11/21/1985 12:00:00 AM,325.8,30.82,,1.4415,,,,,
11/22/1985 12:00:00 AM,326.7,30.91,,1.455,,,,,
11/23/1985 12:00:00 AM,0,,,,,,,,
11/24/1985 12:00:00 AM,0,,,,,,,,
11/25/1985 12:00:00 AM,330.4,31.01,,1.4628,,,,,
11/26/1985 12:00:00 AM,331.5,30.74,,1.4705,,,,,
11/27/1985 12:00:00 AM,328.4,29.75,,1.4738,,,,,
11/28/1985 12:00:00 AM,0,,,0,,,,,
11/29/1985 12:00:00 AM,328.4,,,1.489,,,,,
11/30/1985 12:00:00 AM,0,,,,,,,,
12/1/1985 12:00:00 AM,0,,,,,,,,
12/2/1985 12:00:00 AM,321.7,29.75,,1.4875,,,,,
12/3/1985 12:00:00 AM,322.8,29.06,,1.479,,,,,
12/4/1985 12:00:00 AM,324.2,28.64,,1.486,,,,,
12/5/1985 12:00:00 AM,323,28.88,,1.4795,,,,,
12/6/1985 12:00:00 AM,322.3,28.74,,1.4785,,,,,
12/7/1985 12:00:00 AM,0,,,,,,,,
12/8/1985 12:00:00 AM,0,,,,,,,,
12/9/1985 12:00:00 AM,317.6,27.51,,1.4575,,,,,
12/10/1985 12:00:00 AM,317.2,25.23,,1.465,,,,,
12/11/1985 12:00:00 AM,315.5,26.78,,1.415,,,,,
12/12/1985 12:00:00 AM,317.7,27.25,,1.4395,,,,,
12/13/1985 12:00:00 AM,318,27.37,,1.4365,,,,,
12/14/1985 12:00:00 AM,0,,,,,,,,
12/15/1985 12:00:00 AM,0,,,,,,,,
12/16/1985 12:00:00 AM,318.6,27.27,,1.4375,,,,,
12/17/1985 12:00:00 AM,321.1,26.42,,1.437,,,,,
12/18/1985 12:00:00 AM,320.3,26.53,,1.4195,,,,,
12/19/1985 12:00:00 AM,325.8,26.07,,1.421,,,,,
12/20/1985 12:00:00 AM,325.5,25.77,,1.425,,,,,
12/21/1985 12:00:00 AM,0,,,,,,,,
12/22/1985 12:00:00 AM,0,,,,,,,,
12/23/1985 12:00:00 AM,327.6,25.57,,1.429,,,,,
12/24/1985 12:00:00 AM,327.6,,,1.427,,,,,
12/25/1985 12:00:00 AM,0,,,0,,,,,
12/26/1985 12:00:00 AM,325.5,26.22,,1.429,,,,,
12/27/1985 12:00:00 AM,326.8,26.89,,1.436,,,,,
12/28/1985 12:00:00 AM,0,,,,,,,,
12/29/1985 12:00:00 AM,0,,,,,,,,
12/30/1985 12:00:00 AM,327,26.66,,1.439,,,,,
12/31/1985 12:00:00 AM,329.7,26.3,,0,,,,,
1/1/1986 12:00:00 AM,0,,,,,,,,
1/2/1986 12:00:00 AM,326.5,25.56,,1.446,,,,,
1/3/1986 12:00:00 AM,327,25.97,,1.4384,,,,,
1/4/1986 12:00:00 AM,0,,,,,,,,
1/5/1986 12:00:00 AM,0,,,,,,,,
1/6/1986 12:00:00 AM,328,26.57,,1.4384,,,,,
1/7/1986 12:00:00 AM,330.2,26.2,,1.4384,,,,,
1/8/1986 12:00:00 AM,332.6,25.93,,1.4418,,,,,
1/9/1986 12:00:00 AM,333.5,25.9,,1.4478,,,,,
1/10/1986 12:00:00 AM,340.4,25.79,,1.4549,,,,,
1/11/1986 12:00:00 AM,0,,,,,,,,
1/12/1986 12:00:00 AM,0,,,,,,,,
1/13/1986 12:00:00 AM,339.4,25.08,,1.4439,,,,,
1/14/1986 12:00:00 AM,341,24.96,,1.4389,,,,,
1/15/1986 12:00:00 AM,347,25.15,,1.4423,,,,,
1/16/1986 12:00:00 AM,363.2,24.11,,1.438,,,,,
1/17/1986 12:00:00 AM,352.6,23.53,,1.4382,,,,,
1/18/1986 12:00:00 AM,0,,,,,,,,
1/19/1986 12:00:00 AM,0,,,,,,,,
1/20/1986 12:00:00 AM,351,21.27,,1.4143,,,,,
1/21/1986 12:00:00 AM,356.7,20.59,,1.4113,,,,,
1/22/1986 12:00:00 AM,353.2,20.59,,1.393,,,,,
1/23/1986 12:00:00 AM,350.3,19.82,,1.3808,,,,,
1/24/1986 12:00:00 AM,354,19.5,,1.3884,,,,,
1/25/1986 12:00:00 AM,0,,,,,,,,
1/26/1986 12:00:00 AM,0,,,,,,,,
1/27/1986 12:00:00 AM,358.4,20.83,,1.3859,,,,,
1/28/1986 12:00:00 AM,353.2,20.17,,1.407,,,,,
1/29/1986 12:00:00 AM,353.5,19.66,,1.4015,,,,,
1/30/1986 12:00:00 AM,358.2,19.66,,1.4081,,,,,
1/31/1986 12:00:00 AM,350.5,18.83,,1.41,,,,,
2/1/1986 12:00:00 AM,0,,,,,,,,
2/2/1986 12:00:00 AM,0,,,,,,,,
2/3/1986 12:00:00 AM,347.3,17.36,,1.3838,,,,,
2/4/1986 12:00:00 AM,338.8,15.44,,1.3783,,,,,
2/5/1986 12:00:00 AM,337.3,16.16,,1.3905,,,,,
2/6/1986 12:00:00 AM,337.1,16.45,,1.3999,,,,,
2/7/1986 12:00:00 AM,337.4,17.68,,1.3978,,,,,
2/8/1986 12:00:00 AM,0,,,,,,,,
2/9/1986 12:00:00 AM,0,,,,,,,,
2/10/1986 12:00:00 AM,340.1,16.78,,1.4074,,,,,
2/11/1986 12:00:00 AM,336,16.55,,1.4109,,,,,
2/12/1986 12:00:00 AM,337.5,15.73,,1.4125,,,,,
2/13/1986 12:00:00 AM,334,16.47,,1.4143,,,,,
2/14/1986 12:00:00 AM,331.3,16.01,,1.4164,,,,,
2/15/1986 12:00:00 AM,0,,,,,,,,
2/16/1986 12:00:00 AM,0,,,,,,,,
2/17/1986 12:00:00 AM,0,,,1.4198,,,,,
2/18/1986 12:00:00 AM,337.5,14.77,,1.4269,,,,,
2/19/1986 12:00:00 AM,341.6,15.12,,1.4609,,,,,
2/20/1986 12:00:00 AM,337.3,14.17,,1.4513,,,,,
2/21/1986 12:00:00 AM,338,13.53,,1.4439,,,,,
2/22/1986 12:00:00 AM,0,,,,,,,,
2/23/1986 12:00:00 AM,0,,,,,,,,
2/24/1986 12:00:00 AM,342,15.11,,1.4611,,,,,
2/25/1986 12:00:00 AM,352.6,14.55,,1.492,,,,,
2/26/1986 12:00:00 AM,346,14.6,,1.4873,,,,,
2/27/1986 12:00:00 AM,336.9,13.95,,1.4825,,,,,
2/28/1986 12:00:00 AM,338.1,13.26,,1.4519,,,,,
3/1/1986 12:00:00 AM,0,,,,,,,,
3/2/1986 12:00:00 AM,0,,,,,,,,
3/3/1986 12:00:00 AM,335.6,12.27,,1.4391,,,,,
3/4/1986 12:00:00 AM,337.1,11.98,,1.4609,,,,,
3/5/1986 12:00:00 AM,341.7,12.09,,1.4533,,,,,
3/6/1986 12:00:00 AM,344.7,13.16,,1.4574,,,,,
3/7/1986 12:00:00 AM,343.3,12.28,,1.4538,,,,,
3/8/1986 12:00:00 AM,0,,,,,,,,
3/9/1986 12:00:00 AM,0,,,,,,,,
3/10/1986 12:00:00 AM,340.5,12.85,,1.4439,,,,,
3/11/1986 12:00:00 AM,342.9,13.1,,1.4574,,,,,
3/12/1986 12:00:00 AM,344.1,14.01,,1.4673,,,,,
3/13/1986 12:00:00 AM,349.8,12.65,,1.4588,,,,,
3/14/1986 12:00:00 AM,348,12.72,,1.4659,,,,,
3/15/1986 12:00:00 AM,0,,,,,,,,
3/16/1986 12:00:00 AM,0,,,,,,,,
3/17/1986 12:00:00 AM,349.9,13.2,,1.4634,,,,,
3/18/1986 12:00:00 AM,351.1,13.73,,1.4774,,,,,
3/19/1986 12:00:00 AM,346.7,13.28,,1.4774,,,,,
3/20/1986 12:00:00 AM,350.6,12.78,,1.488,,,,,
3/21/1986 12:00:00 AM,352.9,13.94,,1.5033,,,,,
